OBJECTID,GRIDCODE,Shape_Length,Shape_Area,SUBBASIN,LU_NUM,LU_CODE,SOIL_NUM,SOIL_CODE,SLOPE_NUM,SLOPE_CODE,MEAN_SLOPE,AREA,UNIQUECOMB,HRUGIS
25,25,1571.626341362949500,14136.369888404119000,1,52,RNGB,9864,WA325,4,66-96,76.953361511230469,1.413636989598509,1_RNGB_WA325_66-96,000010032
26,26,92016.187405611388000,897659.487914295980000,1,52,RNGB,9768,WA229,2,23-45,34.988220214843750,89.765948839505299,1_RNGB_WA229_23-45,000010027
27,27,120863.135413189880000,1207374.500923422600000,1,52,RNGB,9768,WA229,3,45-66,55.486545562744141,120.737450157072640,1_RNGB_WA229_45-66,000010025
28,28,9581.850919926073400,109235.585501416690000,1,42,FRSE,9864,WA325,4,66-96,74.200805664062500,10.923558555988476,1_FRSE_WA325_66-96,000010020
29,29,5475.343382816761700,37911.173791697096000,2,52,RNGB,9815,WA276,1,0-23,15.552806854248047,3.791117381196001,2_RNGB_WA276_0-23,000020068
30,30,233716.046247857160000,3356102.723963280200000,2,42,FRSE,9815,WA276,2,23-45,35.461608886718750,335.610272576045930,2_FRSE_WA276_23-45,000020048
31,31,363654.056341845080000,5542742.120792946800000,2,42,FRSE,9815,WA276,3,45-66,55.702537536621094,554.274212376215360,2_FRSE_WA276_45-66,000020047
32,32,77871.550333341584000,1118058.345719659700000,2,42,FRSE,9815,WA276,1,0-23,15.788633346557617,111.805834631882050,2_FRSE_WA276_0-23,000020046
33,33,2230.695452257059500,15421.494423725388000,2,71,RNGE,9815,WA276,1,0-23,15.289054870605469,1.542149443198373,2_RNGE_WA276_0-23,000020088
34,34,61749.705928380601000,568025.044606807290000,2,52,RNGB,9815,WA276,3,45-66,56.627346038818359,56.802504491140084,2_RNGB_WA276_45-66,000020067
35,35,26210.671564023476000,221683.982341027350000,2,52,RNGB,9815,WA276,2,23-45,36.516170501708984,22.168398245976618,2_RNGB_WA276_23-45,000020066
36,36,11812.546372185927000,104737.649627807000000,2,71,RNGE,9815,WA276,2,23-45,36.831272125244141,10.473764968388952,2_RNGE_WA276_23-45,000020087
37,37,259166.253453169480000,3652323.929351778700000,2,42,FRSE,9815,WA276,4,66-96,76.357513427734375,365.232393130814780,2_FRSE_WA276_66-96,000020045
38,38,76604.109735467471000,794849.525089155070000,2,52,RNGB,9815,WA276,4,66-96,78.882034301757812,79.484952551516159,2_RNGB_WA276_66-96,000020065
39,39,23118.116505212151000,191483.555761228370000,2,71,RNGE,9815,WA276,3,45-66,56.897968292236328,19.148355586379804,2_RNGE_WA276_45-66,000020086
40,40,36248.801099169999000,353409.247210215080000,2,71,RNGE,9815,WA276,4,66-96,80.469551086425781,35.340924739962723,2_RNGE_WA276_66-96,000020084
41,41,27680.902657558210000,272446.401485931240000,2,52,RNGB,9815,WA276,999,96-9999,118.253372192382810,27.244640163171258,2_RNGB_WA276_96-9999,000020064
42,42,9936.734287329483800,99597.151486551433000,1,81,HAY,9768,WA229,3,45-66,57.221126556396484,9.959715153989492,1_HAY_WA229_45-66,000010046
43,43,152.092871745117010,1285.124535315367200,1,52,RNGB,9864,WA325,999,96-9999,99.400375366210938,0.128512453599864,1_RNGB_WA325_96-9999,000010030
44,44,263374.156238085120000,4177297.302025704200000,1,42,FRSE,9768,WA229,4,66-96,77.142265319824219,417.729730426359370,1_FRSE_WA229_66-96,000010016
45,45,8365.107945964206000,89958.717471727490000,1,81,HAY,9768,WA229,4,66-96,75.104156494140625,8.995871751990512,1_HAY_WA229_66-96,000010047
46,46,18403.237481116783000,201121.989775875260000,2,71,RNGE,9815,WA276,999,96-9999,116.177352905273440,20.112198988378786,2_RNGE_WA276_96-9999,000020085
47,47,3498.136050126981000,30200.426579722269000,1,81,HAY,9768,WA229,2,23-45,37.106441497802734,3.020042659596814,1_HAY_WA229_23-45,000010044
48,48,40659.494379776064000,438870.028808433210000,2,42,FRSE,9815,WA276,999,96-9999,113.255737304687500,43.887002904353700,2_FRSE_WA276_96-9999,000020044
49,49,7148.364972009789200,77750.034386302330000,2,31,SWRN,9815,WA276,4,66-96,79.558341979980469,7.775003442791800,2_SWRN_WA276_66-96,000020021
50,50,4055.809913197532300,42409.109665247764000,2,31,SWRN,9815,WA276,999,96-9999,113.732589721679690,4.240910968795527,2_SWRN_WA276_96-9999,000020020
51,51,405.580991318915040,2570.249070613028400,1,81,HAY,9768,WA229,1,0-23,18.932094573974609,0.257024907199729,1_HAY_WA229_0-23,000010048
52,52,4562.786152340937400,44336.796468144094000,2,31,SWRN,9815,WA276,3,45-66,56.373836517333984,4.433679649195323,2_SWRN_WA276_45-66,000020022
53,53,16882.308763671666000,187628.182155229150000,1,71,RNGE,9768,WA229,999,96-9999,108.494964599609370,18.762818225580205,1_RNGE_WA229_96-9999,000010036
54,54,21597.187787765637000,194053.804831906310000,1,52,RNGB,9768,WA229,999,96-9999,111.072509765625000,19.405380493579528,1_RNGB_WA229_96-9999,000010026
55,55,101.395247829612340,642.562267651781670,1,81,HAY,9864,WA325,4,66-96,76.729583740234375,0.064256226799932,1_HAY_WA325_66-96,000010049
56,56,1115.347726128529800,7710.747211862693800,2,31,SWRN,9815,WA276,2,23-45,33.433586120605469,0.771074721599187,2_SWRN_WA276_23-45,000020019
57,57,44867.397164721973000,475496.078064803150000,1,42,FRSE,9768,WA229,999,96-9999,107.400352478027340,47.549607831949842,1_FRSE_WA229_96-9999,000010015
58,58,304.185743489302690,1927.686802961246900,2,31,SWRN,9815,WA276,1,0-23,18.100753784179688,0.192768680399797,2_SWRN_WA276_0-23,000020018
59,59,119950.578182740600000,1725922.250921697800000,2,42,FRSE,9768,WA229,3,45-66,55.620571136474609,172.592225184617940,2_FRSE_WA229_45-66,000020035
